report_id,title,class_rating,county,event_date,latitude,longitude,summary,terrain_roughness_score
23136,Report 23136: Early morning roadside sighting of tall gray creature near Buckeye,Class A,Maricopa County,2008-07-29,33.3785,-112.6432,Report 23136: Early morning roadside sighting of tall gray creature near Buckeye,0.072
23358,Report 23358: Late night road side sighting near Tonto Creek,Class A,Gila County,2006-11-17,34.28939,-111.1367,Report 23358: Late night road side sighting near Tonto Creek,0.555
24405,Report 24405: Man tells of his scary encounter while traveling Route 66 in a snow storm,Class A,Coconino County,1973-12-20,35.241,-111.8634,Report 24405: Man tells of his scary encounter while traveling Route 66 in a snow storm,0.219
27495,Report 27495: Afternoon sighting by a commuter south of Show Low,Class A,Navajo County,2010-03-24,34.1,-110.165,Report 27495: Afternoon sighting by a commuter south of Show Low,0.87
28946,Report 28946: Army Vet recalls daylight sighting near Prescott,Class A,Yavapai County,1981-08-15,34.55154,-112.5421,Report 28946: Army Vet recalls daylight sighting near Prescott,0.297
29358,Report 29358: Brief daylight sighting within the city limits of Show Low,Class A,Navajo County,2011-05-31,34.0,-110.0,Report 29358: Brief daylight sighting within the city limits of Show Low,0.372
42364,Report 42364: Memory told of a daylight sighting and parallel chase in the Gila River bottoms while riding horseback,Class A,Maricopa County,1992-08-15,32.95,-112.73,Report 42364: Memory told of a daylight sighting and parallel chase in the Gila River bottoms while riding horseback,0.059
47536,Report 47536: Evening sighting from a fishing boat on Fools Hollow Lake near Show Low.,Class A,Navajo County,2014-04-22,34.285,-110.11,Report 47536: Evening sighting from a fishing boat on Fools Hollow Lake near Show Low.,0.226
69323,Report 69323: 20 miles east of Petrified Forest National Park -- motorhome driver and wife report daylight sighting from Interstate 40,Class A,Apache County,2021-06-10,35.175,-109.25,Report 69323: 20 miles east of Petrified Forest National Park -- motorhome driver and wife report daylight sighting from Interstate 40,0.083
78863,Report 78863: Three witnesses assisting SAR spot a bigfoot 8.5 miles north of Sedona,Class A,Yavapai County,2025-07-15,34.98113,-111.827,Report 78863: Three witnesses assisting SAR spot a bigfoot 8.5 miles north of Sedona,0.109
83,Report 83: Early dawn sighting by hunters near Bass Lake,Class A,Madera County,1988-10-01,37.35944,-119.6436,Report 83: Early dawn sighting by hunters near Bass Lake,1.0
147,Report 147: Sound reports from resident in South Lake Tahoe,Class A,El Dorado County,2000-06-15,38.93333,-119.9833,Report 147: Sound reports from resident in South Lake Tahoe,0.078
353,Report 353: Night sighting by two motorists near Lake Tahoe,Class A,El Dorado County,2000-09-23,38.9575,-120.0914,Report 353: Night sighting by two motorists near Lake Tahoe,0.225
528,Report 528: Three children have daytime sighting near Eureka,Class A,Humboldt County,1957-06-01,40.80222,-124.1625,Report 528: Three children have daytime sighting near Eureka,0.094
615,"Report 615: Sighting by woman in Eagle Meadow, above Strawberry",Class A,Tuolumne County,1997-11-15,38.28085,-119.836,"Report 615: Sighting by woman in Eagle Meadow, above Strawberry",0.32
849,Report 849: Girl has daytime sighting near Payne's Creek,Class A,Tehama County,1968-11-01,40.33556,-121.9139,Report 849: Girl has daytime sighting near Payne's Creek,0.286
865,Report 865: Two 4-wheelers have night sighting above Huntington Lake,Class A,Fresno County,1997-12-18,37.23389,-119.2119,Report 865: Two 4-wheelers have night sighting above Huntington Lake,0.891
868,Report 868: Campers have sighting above Pinecrest,Class A,Tuolumne County,1994-06-01,38.17677,-119.9065,Report 868: Campers have sighting above Pinecrest,0.892
875,Report 875: Man has sighting near Alturas,Class A,Modoc County,1974-06-01,41.41,-120.6781,Report 875: Man has sighting near Alturas,0.069
913,Report 913: Hikers see creature in Desolation Wilderness,Class A,El Dorado County,2000-07-01,38.93,-120.205,Report 913: Hikers see creature in Desolation Wilderness,1.0
919,Report 919: Car passenger has nighttime sighting near Lake Tahoe,Class A,El Dorado County,1996-04-10,38.93333,-119.9833,Report 919: Car passenger has nighttime sighting near Lake Tahoe,0.078
1055,Report 1055: Two hikers have morning sighting in the Desolation Wilderness,Class A,El Dorado County,1993-04-01,38.86,-120.1358,Report 1055: Two hikers have morning sighting in the Desolation Wilderness,0.06
1068,Report 1068: Two fisherman have daytime sighting above Huntington Lake,Class A,Fresno County,1995-10-29,37.35861,-118.9975,Report 1068: Two fisherman have daytime sighting above Huntington Lake,0.636
1090,Report 1090: Girl has daytime sighting near Twain Harte,Class A,Tuolumne County,1978-08-01,38.06615,-120.1877,Report 1090: Girl has daytime sighting near Twain Harte,0.525
1229,Report 1229: Boy Scout has late night sighting above Porterville,Class A,Tulare County,1955-08-01,36.10222,-118.8489,Report 1229: Boy Scout has late night sighting above Porterville,0.11
1301,Report 1301: Three witnesses have daytime sighting near Strawberry,Class A,Tuolumne County,1978-07-30,38.19753,-119.9811,Report 1301: Three witnesses have daytime sighting near Strawberry,1.0
1391,Report 1391: Man has late night sighting north of Redding,Class A,Siskiyou County,1999-03-04,41.45833,-122.4306,Report 1391: Man has late night sighting north of Redding,0.102
1473,Report 1473: Family has early evening sighting near Weed,Class A,Siskiyou County,1966-09-01,41.42806,-122.3839,Report 1473: Family has early evening sighting near Weed,0.349
1510,Report 1510: Brothers have early evening sighting near Lee Vining,Class A,Mono County,1977-07-01,38.04806,-119.2642,Report 1510: Brothers have early evening sighting near Lee Vining,1.0
1653,Report 1653: Husband and wife have late night sighting on Highway 299,Class A,Shasta County,1978-10-01,40.63556,-122.7325,Report 1653: Husband and wife have late night sighting on Highway 299,0.513
1919,Report 1919: Friends have night sighting above Sonora,Class A,Tuolumne County,1983-10-25,38.03898,-120.2339,Report 1919: Friends have night sighting above Sonora,0.234
2794,Report 2794: Woman has early evening sighting near Kennedy Meadows,Class A,Tulare County,1987-05-31,36.05278,-118.1303,Report 2794: Woman has early evening sighting near Kennedy Meadows,1.0
2886,Report 2886: A Wildlife Biologist observes a large upright walking animal near Pinecrest,Class A,Tuolumne County,1993-06-15,38.26661,-119.8633,Report 2886: A Wildlife Biologist observes a large upright walking animal near Pinecrest,1.0
2896,Report 2896: Sister and brother see 3 creatures near Yreka,Class A,Siskiyou County,1944-08-01,41.82417,-122.9958,Report 2896: Sister and brother see 3 creatures near Yreka,1.0
2928,Report 2928: Eighteen campers find hut; videotape distressed bigfoot walking down mountain ridge,Class A,Siskiyou County,2000-07-20,41.3657,-123.1317,Report 2928: Eighteen campers find hut; videotape distressed bigfoot walking down mountain ridge,1.0
3169,Report 3169: Man sees creature crossing road near Petaluma,Class A,Sonoma County,1991-01-01,38.25583,-122.5833,Report 3169: Man sees creature crossing road near Petaluma,0.336
3421,Report 3421: Family has unusual experience outside Grass Valley,Class A,Nevada County,1978-06-01,39.21278,-120.8908,Report 3421: Family has unusual experience outside Grass Valley,0.367
3672,"Report 3672: Late night sighting by motorists travelling through Tioga Pass (Yosemite), a few miles beyond Crane Flat Campground",Class A,Tuolumne County,1998-08-01,37.91111,-119.2569,"Report 3672: Late night sighting by motorists travelling through Tioga Pass (Yosemite), a few miles beyond Crane Flat Campground",0.448
4446,Report 4446: Daytime sighting by hiker on La Jolla Indian Reservation.,Class A,San Diego County,1993-07-04,33.2675,-116.8625,Report 4446: Daytime sighting by hiker on La Jolla Indian Reservation.,0.788
4630,Report 4630: Afternoon sighting by hiker outside Dunsmuir,Class A,Siskiyou County,2001-06-15,41.21361,-122.2703,Report 4630: Afternoon sighting by hiker outside Dunsmuir,1.0
4946,Report 4946: Teenager has daytime sighting near Truckee,Class A,Nevada County,1956-10-01,39.3225,-120.2653,Report 4946: Teenager has daytime sighting near Truckee,0.923
6429,Report 6429: Woman recalls a nighttime sighting on Hwy. 299 near Burney,Class A,Shasta County,1994-09-15,40.92911,-121.6156,Report 6429: Woman recalls a nighttime sighting on Hwy. 299 near Burney,0.129
6521,Report 6521: Woman hears late night scream and has close encounter near Laytonville,Class A,Mendocino County,1987-06-01,39.68833,-123.4817,Report 6521: Woman hears late night scream and has close encounter near Laytonville,0.883
6639,Report 6639: Couple have night sighting near Lake Tahoe,Class A,El Dorado County,2003-07-20,38.85556,-120.0133,Report 6639: Couple have night sighting near Lake Tahoe,0.391
6746,Report 6746: Man has sighting after massive landslide on Highway 50,Class A,El Dorado County,1983-01-01,38.93333,-119.9833,Report 6746: Man has sighting after massive landslide on Highway 50,0.078
6961,Report 6961: Teen has daytime sighting near Myers Flat,Class A,Humboldt County,1963-08-01,40.26639,-123.8692,Report 6961: Teen has daytime sighting near Myers Flat,1.0
6963,Report 6963: Teens have unusual experience near Myers Flat,Class A,Humboldt County,1965-07-01,40.26639,-123.8692,Report 6963: Teens have unusual experience near Myers Flat,1.0
7334,Report 7334: Daytime sightings by Forest Service employee near Arroyo Seco,Class A,Monterey County,1993-04-01,36.2485,-121.495,Report 7334: Daytime sightings by Forest Service employee near Arroyo Seco,1.0
7555,Report 7555: Two Young Fishermen Have Mid-day Encounter at Lake Shasta,Class A,Shasta County,1977-08-01,40.8875,-122.3775,Report 7555: Two Young Fishermen Have Mid-day Encounter at Lake Shasta,0.132
7731,Report 7731: Hunting Partners Have Early Morning Roadway Sighting,Class A,Tehama County,1973-10-15,39.92778,-122.1781,Report 7731: Hunting Partners Have Early Morning Roadway Sighting,0.006
7804,Report 7804: Family has two late night sightings near Nevada City,Class A,Nevada County,2004-01-04,39.26361,-121.0161,Report 7804: Family has two late night sightings near Nevada City,0.473
7860,Report 7860: Hunter has daytime sighting near Dos Rios,Class A,Mendocino County,1974-09-01,39.68833,-123.4817,Report 7860: Hunter has daytime sighting near Dos Rios,0.883
8059,Report 8059: Teenagers have sighting of two creatures near Albion,Class A,Mendocino County,1966-09-01,39.22361,-123.7675,Report 8059: Teenagers have sighting of two creatures near Albion,0.501
8487,Report 8487: Hiking boy has close encounter in High Sierra,Class A,Inyo County,1972-09-15,37.5703,-118.972,Report 8487: Hiking boy has close encounter in High Sierra,0.383
8595,Report 8595: Man has early morning sighting near Sly Park,Class A,El Dorado County,2003-09-01,38.72139,-120.5836,Report 8595: Man has early morning sighting near Sly Park,0.335
9202,Report 9202: Man remembers childhood daytime sighting along the Feather River,Class A,Sutter County,1965-07-01,39.205,-121.58,Report 9202: Man remembers childhood daytime sighting along the Feather River,0.01
9283,Report 9283: Early morning sighting by motorist along the Eel River,Class A,Humboldt County,1992-07-12,40.465,-124.0,Report 9283: Early morning sighting by motorist along the Eel River,1.0
9296,Report 9296: Hunter has daytime sighting near Huntington Lake,Class A,Fresno County,2001-10-25,37.23389,-119.2119,Report 9296: Hunter has daytime sighting near Huntington Lake,0.891
9357,Report 9357: Workers have daytime sighting on Tule River Indian Reservation,Class A,Tulare County,2000-05-01,36.0438,-118.7402,Report 9357: Workers have daytime sighting on Tule River Indian Reservation,1.0
9555,Report 9555: Retired Law Enforcement Officer Has Daytime Sighting,Class A,Nevada County,2004-08-16,39.31917,-120.3275,Report 9555: Retired Law Enforcement Officer Has Daytime Sighting,0.955
10980,Report 10980: Man has late night sighting near Twain Harte,Class A,Tuolumne County,2003-12-24,38.0312,-120.2434,Report 10980: Man has late night sighting near Twain Harte,0.058
11162,Report 11162: Family has sightings and encounters in Santa Cruz mountains,Class A,Santa Cruz County,2004-10-01,37.0,-121.7,Report 11162: Family has sightings and encounters in Santa Cruz mountains,0.445
11496,"Report 11496: Lady has two Northern California sightings, over a 20year period.",Class A,Shasta County,1997-07-15,40.75,-122.1667,"Report 11496: Lady has two Northern California sightings, over a 20year period.",0.167
11576,Report 11576: Woman has close up night sighting in car lights on Highway 299,Class A,Humboldt County,1988-10-15,40.85,-123.55,Report 11576: Woman has close up night sighting in car lights on Highway 299,1.0
